ID,Checker,Type,Impact,File,Line,Function,Classification,Merge key,CID,Disposition Comment,Defect Status
132,OVERRUN,Out-of-bounds access,High,/ats_core_common/DL_ATN_App_VOB/ADSC/ReportMgr/src/ADSC_Event_Cntrt_Rpt.c,4139,fnadsc_rptmgr_process_ec_rpt(),Unclassified,b8801336fcd59ae3ca577441ef078a3e,Unavailable,"fnadsc_rptmgr_process_ec_trg_and_rpt(ui_conn_index, ...) at line 4139 passes out-of-bounds ui_conn_index (= MAX_NUM_ADS_CONNECTIONS from <= check) into a function that indexes gs_ec_rpt_tbl.
Proposed Fix: Same single-char fix at line 4025: < instead of <= eliminates this access.",True Positive
133,OVERRUN,Out-of-bounds read,High,/ats_core_common/DL_ATN_App_VOB/ADSC/ReportMgr/src/ADSC_Event_Cntrt_Rpt.c,4157,fnadsc_rptmgr_process_ec_rpt(),Unclassified,9a6ce0440d62da54867b40f53d3453d1,Unavailable,"gs_ec_rpt_tbl[ui_conn_index].ui_supp_ec_bitmask read at line 4157. ui_conn_index = MAX_NUM_ADS_CONNECTIONS is possible from the <= MAX check at 4025, this is the last of the off-by-one reads in this function.
Proposed Fix: Same single-char fix at line 4025: < instead of <= eliminates this access.",True Positive
134,OVERRUN,Out-of-bounds access,High,/ats_core_common/DL_FANS_App_VOB/FANS_ATC/AFN/src/AFN_C_Downlink.cpp,1048,afn_construct_contact_msg(),Unclassified,0c71c9ff8de5030ac2827486b4102693,Unavailable,"g_st_afn_dlqm_buffer is initialized before afn_construct_contact_msg() is called. ui_index is updated using bounded field lengths, so the message length remains within the buffer limits before line 1048.",False Positive
135,OVERRUN,Out-of-bounds access,High,/ats_core_common/DL_FANS_App_VOB/ACF/src/ACF_C_ACARS_Convergence_Func.cpp,1408,"acf_boa_downlink_msg_processing(dlqm_to_acf_buffer_type const *, acf_downlink_data_type *)",Unclassified,1051a88c9bf2590f145401a0769fa6c5,Unavailable,"acf_boa_downlink_msg_processing() copies data at line 1408 into a fixed-size output field using a bounded count, both source and destination are fixed-size members of their respective structs with matching size declarations.so the copy remains within buffer bounds.",False Positive
136,OVERRUN,Out-of-bounds access,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,13398,"fnCPDLC_Usr_proc_msg_ind(CPDLC_USR_STREAM_INFO_TYPE *, ATN::ATCUplinkMessage *, long)",Unclassified,996b7c11997783c17f06306cb7c0e06c,Unavailable,"fnCPDLC_Usr_proc_msg_ind() validates the CPDLC connection index before proceeding, the array access at line 13398 is inside a branch that is only reached after the connection index has been confirmed valid by the entry-point guard.",False Positive
137,REVERSE_INULL,Dereference before null check,Medium,/ats_core_common/DL_ATN_App_VOB/ADSC/ReportMgr/src/ADSC_Report_Mgr.c,1136,"fnadsc_rptmgr_get_wpt_count_by_epp_time_interval(unsigned short *, unsigned int *, ATS_CORE_IFACE_TYPES::Epp_rec *)",Unclassified,5523803071b452598579cb63c340cab7,Unavailable,"in function fnadsc_rptmgr_get_wpt_count_by_epp_time_interval(), dereferencing the pointer ui_max_wpt_count_ptr at line 1136 first and then checking for NULL condition which causes segmentation fault if the pointer is NULL (NOTE:  In all the places where this function is called address of a proper unsigned inteeger variable is paasing to this pointer to hold which will never becomes NULL, but inside the function pointer is dereferencing first & then checking for NULL condition which has to be changed)
Proposed Fix: remove pointer dereferencing(*ui_max_wpt_count_ptr = 0,) at line 1130 and add it at/after line 1138",True Positive
138,REVERSE_INULL,Dereference before null check,Medium,/ats_core_common/DL_ATN_App_VOB/DSIUser/src/DSIUsrPrmtvProc.cpp,1679,"DSIUsrPrmtvProc::fnBuildDDataReq(unsigned char, unsigned char, DSIUserDataParams *)",Unclassified,b2dd9c4eacac11818aa6a6132d0fe48c,Unavailable,"dpDsiPrimitive is checked for NULL at line 1675 in fnBuildDDataReq() before the block containing line 1679 is entered, the struct member dereference only occurs inside the if(dpDsiPrimitive != NULL) branch.",False Positive
139,REVERSE_INULL,Dereference before null check,Medium,/ats_core_common/DL_ATN_App_VOB/CmAsn/src/pe_ObjectIdentifier.c,129,pe_ObjectIdentifier,Unclassified,3188850c2e920d9e704987ca2cb8d423,Unavailable,"pe_ObjectIdentifier() validates its input pointer before use, line 127&128 gives info that it is a protective code that pvalue cannot be Null as the calling function paases a proper address to hold by pvalue pointer",False Positive
140,STRING_NULL,String not null terminated,High,/ats_core_common/DL_FANS_App_VOB/ADS/ADS_Downlink_Processing/src/Ads_Dnlnk_Proc_Build_Flight_Id_Group.cpp,122,Ads_dlp::build_flight_id_group(),Unclassified,8637bdbfe6530e708a73525ffc65cd35,Unavailable,"strlen(flight_id) at line 122 in build_flight_id_group() is called only after the flight_id_valid flag is checked TRUE at line 111, get_flight_id_group() sets flight_id_valid only when flight_id contains a valid null-terminated string from the FM interface. And flight_id buffer is initialized with an extra size for NULL trmination at line 83 in the same function",False Positive
141,STRING_NULL,String not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CM/Listener/src/CM_LsnrFSM.c,2468,fnCM_LS_Listen_State(CMLsFsmMgr_SPECIFICS *),Unclassified,780971ee31e86f12509b743b5e0f208c,Unavailable,"fnCM_proc_contact_ind() at line 2468 in fnCM_LS_Listen_State() is called only inside the if(bRetResult==TRUE) block at line 2458, bRetResult is set TRUE only after atsProxyApp->get_atc_center_tsap() succeeds and SM_ATC_Center is confirmed valid. ",False Positive
142,STRING_NULL,String not null terminated,High,/ats_core_common/DL_FANS_App_VOB/Common/src/UTL_C_ATC_Formatting_Nav_Pkg.cpp,207,"format_dl_degrees_minutes(bool, double, degree_minutes_type *)",Unclassified,e6dd4fc3acc1f8be82913babb6a0438f,Unavailable,"strncpy at line 206 in format_dl_degrees_minutes() fills uc_minutes with uc_temp which is NULL-terminated by substring(), a PROTECTIVE_CODE length guard at line 202 confirms len+1 fits in uc_minutes before the explicit NULL is written at line 209.",False Positive
143,STRING_NULL,String not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CM/Listener/src/CM_LsnrFSM.c,4925,fnCM_LS_WaitForUser_Logon_State(CMLsFsmMgr_SPECIFICS *),Unclassified,942748ec4fcc5f53239a37770d6555bd,Unavailable,"fnCM_proc_contact_ind() at line 4925 in fnCM_LS_WaitForUser_Logon_State() is called inside if(bRetResult==TRUE) at line 4915, SM_ATC_Center is populated by get_atc_center_tsap() and confirmed valid before the contact indication is processed.",False Positive
