ID,Checker,Type,Impact,File,Line,Function,Classification,Merge key,CID,Disposition Comment,Defect Status
1,ARRAY_VS_SINGLETON,Out-of-bounds access,High,/ats_core_common/DL_ATS_Common_VOB/CommonASN/src/pe_OpenType.c,73,pe_OpenType,Unclassified,7e8878e20be876d5cb7bc9d370fcdc6b,Unavailable,This will not corrupt adjucent memory locations as &ptr AND &ptr[0] both are same,False Positive
2,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/ADSC/ConnectionMngr/src/ADSC_Connection_Mgr.c,2239,"fnADSC_conn_mgr_set_session_table(char *, bool, unsigned int, unsigned int)",Unclassified,f0042e6eccf1218948f22095a0ca33e3,Unavailable,"Exact 8 bytes of Center name is copied  to destination string using strncpy(), which will not cause any problem with NULL termination.",False Positive
3,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATS_Common_VOB/Platform/src/TraceMngr.cpp,257,"TraceMngr::fnTrace(TraceMngr::TraceSource, char const *)",Unclassified,ea866039a5e1abf6ae5cf1ff0373b4e1,Unavailable,"Before copying using strncpy(), there is a condition check for buffer overrun ",False Positive
4,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATS_Common_VOB/AdscCmnConnManager/ADSC_Cmn_Conn_Mgr.c,2091,adsc_ccm_get_status(ADSC_Status_type *),Unclassified,a82a594de6aa75af5e65fbf48e1c04dc,Unavailable,"Exact 8 bytes of center address is copied  to destination string using strncpy(), which will not cause any problem with NULL termination.",False Positive
5,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_FANS_App_VOB/ADS/ADS_Management/src/Ads_External_Iface.cpp,771,Ads_external_iface::inhibit_stat_addr(char const *),Unclassified,69b5f01ac8b55211cd1e48af1077a946,Unavailable,"strncpy at line 771 uses strlen(inhib_stat_addr)+1 as count, bounded by actual source length plus null terminator, inhbtd_statn_addr is declared as STATION_ADDR_SIZE+1 bytes so the write stays within buffer bounds.",False Positive
6,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATS_Common_VOB/AdscCmnConnManager/ADSC_Cmn_Conn_Mgr.c,1166,"adsc_ccm_get_source_center(unsigned char *, unsigned char)",Unclassified,e1c9568b7dac38ea99ed26c5995554b8,Unavailable,"Exact 7 bytes of data is copied  to destination string using strncpy(), which will not cause any problem with NULL termination.",False Positive
7,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/ADSC/ReportMgr/src/ADSC_Generate_fmf_pred_Rpt.c,919,"fnadsc_rptmgr_copy_pxy_PPSeqElem_to_rpt_PPSeqElem(ATS_CORE_IFACE_TYPES::adsc_ProjectedProfile_way_point_sequence_element const *, ProjectedProfile_way_point_sequence_element *)",Unclassified,cc8cdeda41bb3f3d3485ed6d435c81c0,Unavailable,"Waypoint size is 5 characters, so including NULL total 6 bytes size is allocated",False Positive
8,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATS_Common_VOB/AdscCmnConnManager/ADSC_Cmn_Conn_Mgr.c,1002,"adsc_ccm_set_clear_inhibit_connection(bool, char const *)",Unclassified,84a400d7dba6d737c10151b35237e728,Unavailable,"adsc_inhibited_status_addr is memset(0) in adsc_ccm_init() at line 396, at line 1011 it is compared via strncmp with MAX_CENTER_NAME_SIZE as count, not strlen, so null termination is not required.",False Positive
9,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATS_Common_VOB/Platform/src/TraceMngr.cpp,289,"TraceMngr::fnTraceLine(TraceMngr::TraceSource, char const *, char const *, char const *)",Unclassified,0cde1fc4d29a0c9ddc56ea70c1fd4e0c,Unavailable,Buffer over run condition is checked before copying (i.e. Source string length < Dest string length),False Positive
10,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_FANS_App_VOB/FANS_ATC/AFN/src/AFN_C_Downlink.cpp,1289,afn_construct_response_msg(),Unclassified,f4297b1a9033513e083569cb8d124333,Unavailable,Destination buffer(uc_afn_msg) size(121) is > souce string size(3),False Positive
11,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10451,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,free_text buffer is having enough space (257 Bytes),False Positive
12,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATS_Common_VOB/AdscCmnConnManager/ADSC_Cmn_Conn_Mgr.c,265,"adsc_ccm_notify_cntr_trans_tbl_chng(char const *, char const *)",Unclassified,a3f10dd3237e0eef36df48485c0e6ea8,Unavailable,"g_ads_cntrct_internal_tbl is memset(0) in adsc_ccm_init() at line 399, center_name at line 265 is later compared using strncmp with MAX_CENTER_NAME_SIZE as count in adsc_ccm_notify_cntr_trans_tbl_chng(), never with strlen. So NULL termination is not required",False Positive
13,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/ADSC/ReportMgr/src/ADSC_Generate_fmf_pred_Rpt.c,629,"fnadsc_rptmgr_build_toa_range_data(ATS_CORE_IFACE_TYPES::adsc_TOARange const *, TOARange *)",Unclassified,540f2c262d1a5588563b24605ac85518,Unavailable,"Waypoint size is 5 characters, so including NULL total 6 bytes size is allocated",False Positive
14,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATS_Common_VOB/Platform/src/TraceMngr.cpp,296,"TraceMngr::fnTraceLine(TraceMngr::TraceSource, char const *, char const *, char const *)",Unclassified,0cde1fc4d29a0c9ddc56ea70c1fd4e0c,Unavailable,Buffer over run condition is checked before copying (i.e. Source string length < Dest string length),False Positive
15,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/ADSC/ConnectionMngr/src/ADSC_Connection_Mgr.c,1818,"fnADSC_conn_mgr_get_name_by_port(unsigned char, DSIIcaoAddrParams *)",Unclassified,73a842b793a86c793c4007b358872a81,Unavailable,"gs_adsc_conn_mgr_session_tbl is memset(0) in fnADSC_conn_mgr_init() at line 192, after strncpy at line 1818, the byte count is stored in icaoParams->byIcaoAddrLength at line 1821 so all subsequent accesses use the stored length, not null scan.",False Positive
16,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATS_Common_VOB/AdscCmnConnManager/ADSC_Cmn_Conn_Mgr.c,1874,"adsc_ccm_process_cntrct_req(unsigned int, Adsc_cntrct_request_type, char *)",Unclassified,832200d84c5f061f70daa8f4592e7eaf,Unavailable,"g_ads_cntrct_internal_tbl is memset(0) in adsc_ccm_init() at line 399, center_name written at line 1874 is later compared using strncmp with MAX_CENTER_NAME_SIZE as count at line 320, never with strlen. So NULL termination is not required",False Positive
17,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10460,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,free_text buffer is having enough space (257 Bytes),False Positive
18,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATS_Common_VOB/Platform/src/TraceMngr.cpp,303,"TraceMngr::fnTraceLine(TraceMngr::TraceSource, char const *, char const *, char const *)",Unclassified,0cde1fc4d29a0c9ddc56ea70c1fd4e0c,Unavailable,Buffer over run condition is checked before copying (i.e. Source string length < Dest string length),False Positive
19,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_FANS_App_VOB/Common/src/UTL_C_Formatting_Function.cpp,840,utils_format_out_tail_num,Unclassified,f682448867299d0ab936a32558e6d0f7,Unavailable,"uc_char_period_pad_string is a fixed-size field in parameter_data_type, strncpy at line 840 uses MAX_FORMAT_LEN as count and justify_and_fill() at line 844 processes the string with size-bounded operations, not using strlen.",False Positive
20,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10478,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,free_text buffer is having enough space (257 Bytes),False Positive
21,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_FANS_App_VOB/FANS_ATC/ATC_UL_Msg_Processor/src/ATC_C_UMP_Process_Data.cpp,1438,"ump_process_end_service(unsigned char, unsigned int, acf_uplink_data_type *)",Unclassified,59e1be54e9059e3e751abfc07f350549,Unavailable,Source string is already have enough space for NULL character(7(center_name)+1(NULL)),False Positive
22,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_FANS_App_VOB/Common/src/Fans_core_app.cpp,1178,"Fans_core_app::send_logon_request(char const *, char const *, char const *)",Unclassified,84d07b61bafb030147a7245b64c3ac48,Unavailable,Buffers are having enough space for ATC_CENTER_NAME(8) + NULL(1),False Positive
23,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/ADSC/ContractMgr/src/ADSC_Contract_Mgr.c,3016,"fnadsc_cntrtmgr_process_dc_toa_request(unsigned int, DemandContractRequest, unsigned int, unsigned int, unsigned int, unsigned int, eADSC_cntrt_validation_type *, unsigned char)",Unclassified,41e942aab3e4182ecca29dd81e52dc51,Unavailable,"Waypoint size is 5 characters, so including NULL total 6 bytes size is allocated",False Positive
24,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATS_Common_VOB/Platform/src/FaultMngr.cpp,439,"FaultMngr::fnReportFault(FaultMngr::FaultClass, bool, char const *, int)",Unclassified,686b1f0325ff8f61c01f3176daba792c,Unavailable,Destination buffer size(129) is declared with proper NULL termination byte( 128+1),False Positive
25,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATS_Common_VOB/SeamlessManager/seamless_manager.c,571,"SM_NDA_Update(ATS_CORE_IFACE_TYPES::SM_Network_Type, char const *)",Unclassified,d3876e8a0acf32db7c21e5349a79bbef,Unavailable,"Souce string ""seamlessManagerData.nda"" already have enough space(10) which can accomadate NDA center name(8) + NULL(1)",False Positive
26,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATS_Common_VOB/SeamlessManager/seamless_manager.c,702,"SM_CDA_Update(ATS_CORE_IFACE_TYPES::SM_Network_Type, char const *)",Unclassified,97b9e1a8f059c5ad27613c6e21042f26,Unavailable,"Souce string ""seamlessManagerData.cda""already have enough space(10) which can accomadate NDA center name(8) + NULL(1)",False Positive
27,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATS_Common_VOB/Platform/src/FaultMngr.cpp,287,"FaultMngr::fnReportFault(FaultMngr::FaultClass, bool, char const *, int, char const *)",Unclassified,f322bd0e36c76898177b179bc1a22976,Unavailable,"This code is commented by pre-processor directive ""#ifdef"" which will not execute",False Positive
28,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10508,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"Destination buffer has enough memory(257 bytes) than the source string size(50), so buffer overrun will not occurs.",False Positive
29,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATS_Common_VOB/Platform/src/FaultMngr.cpp,293,"FaultMngr::fnReportFault(FaultMngr::FaultClass, bool, char const *, int, char const *)",Unclassified,f322bd0e36c76898177b179bc1a22976,Unavailable,"Destination buffer have greater & enough memory(128Bytes+1NULL) than source string size(2), Which has a proper NULL termination",False Positive
30,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CM/User/src/CM_UserFSM.c,6714,"fnInit_user_logon(CMUsrFSMMgr_SPECIFICS *, eLogonType)",Unclassified,cc902a1834d2c249f116489962166b5b,Unavailable,"Maximum size of an origin airport code(ICAO) is 4 bytes, including NULL character buffersize is allocated as 5 - no problem with null termination",False Positive
31,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CM/User/src/CM_UserFSM.c,6722,"fnInit_user_logon(CMUsrFSMMgr_SPECIFICS *, eLogonType)",Unclassified,cc902a1834d2c249f116489962166b5b,Unavailable,"Maximum size of an  destination airport code(ICAO) is 4 bytes, including NULL character buffersize is allocated as 5 - no problem with null termination",False Positive
32,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_FANS_App_VOB/FANS_ATC/ATC_UL_Msg_Processor/src/ATC_C_UMP_Process_Connect.cpp,775,"ump_proc_concat_Connect_Req(acf_uplink_data_type *, decoded_ul_record_type *)",Unclassified,bc06d974b4f99aa51d40e9af27600b29,Unavailable,Both Source buffer(st_uplink_data_ptr->uc_center) and destination buffer(st_ul_sys_msg.uc_center_address) have 1 BYTE of extra space for NULL termination along with the maximum center length(7),False Positive
33,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/ADSC/ReportMgr/src/ADSC_Generate_fmf_pred_Rpt.c,1483,"fnadsc_rptmgr_copy_pxy_EPPSeqElem_to_rpt_EPPSeqElem(ATS_CORE_IFACE_TYPES::adsc_ExtendedProjectedProfile_way_point_sequence_element const *, ExtendedProjectedProfile_way_point_sequence_element *)",Unclassified,53c4b0613ff641ecee963a1a57ed39d7,Unavailable,Both Source buffer(st_pxy_elem_ptr->waypoint_name) and destination buffer(st_rpt_elem_ptr->waypointname) have 1 BYTE of extra space for NULL termination along with the maximum waypoint length(5),False Positive
34,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10525,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), pre-zeroed remaining bytes guarantee null termination and free_text buffer size(257) is greater than sting length(45) that is being copied.",False Positive
35,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/ADSC/ReportMgr/src/ADSC_Generate_fmf_nonpred_Rpt.c,957,"fnadsc_rptmgr_build_holding_info_data(ATS_CORE_IFACE_TYPES::adsc_HoldData const *, HoldInformation *)",Unclassified,73e746c1fb4d022adf3a5286f58e13ca,Unavailable,Both Source buffer(st_pxy_hold_info_ptr->entryposition.waypointname) and destination buffer(st_rpt_hold_info_ptr->u.holdplanned.entryposition.waypointname) have 1 BYTE of extra space for NULL termination along with the maximum waypoint length(5),False Positive
36,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CM/User/src/CM_UserFSM.c,6740,"fnInit_user_logon(CMUsrFSMMgr_SPECIFICS *, eLogonType)",Unclassified,cc902a1834d2c249f116489962166b5b,Unavailable,"Maximum size of an origin airport code(ICAO) is 4 bytes, including NULL character buffersize is allocated as 5 - no problem with null termination",False Positive
37,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CM/User/src/CM_UserFSM.c,6749,"fnInit_user_logon(CMUsrFSMMgr_SPECIFICS *, eLogonType)",Unclassified,cc902a1834d2c249f116489962166b5b,Unavailable,"Maximum size of an  destination airport code(ICAO) is 4 bytes, including NULL character buffersize is allocated as 5 - no problem with null termination",False Positive
38,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CM/User/src/CM_UserFSM.c,6755,"fnInit_user_logon(CMUsrFSMMgr_SPECIFICS *, eLogonType)",Unclassified,cc902a1834d2c249f116489962166b5b,Unavailable,"pCmLogonRequest is memset(0, sizeof(CMLogonRequest)) at line 6650 in fnInit_user_logon(), aircraftFlightIdentification at line 6755 is followed by a null from the memset so pe_ConstrainedStringEx in asn1PE_AircraftFlightIdentification encodes within the 8-byte field boundary.",False Positive
39,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10538,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), remaining bytes stay null and the buffer is forwarded to the encoder with explicit length (sizeof(char)*maxFreeText)-1.",False Positive
40,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10547,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), remaining bytes stay null and free_text buffer size(257) is greater than sting length(45) that is being copied.",False Positive
41,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATS_Common_VOB/AdscCmnConnManager/ADSC_Cmn_Conn_Mgr.c,556,adsc_ccm_get_connected_atsu_list(ConnectedATSU *),Unclassified,b7f989d27fbc796f9a29f7f2b72beef7,Unavailable,"center_add_name is written with MAX_CENTER_NAME_SIZE count at line 556 in adsc_ccm_get_connected_atsu_list(), the field is an output-only write to the caller-allocated adsc_connected_atsu_list[ui_atsu_index] array and is not read back within this function. And exact bytes are copied using ""strncpy()""",False Positive
42,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATS_Common_VOB/AdscCmnConnManager/ADSC_Cmn_Conn_Mgr.c,571,adsc_ccm_get_connected_atsu_list(ConnectedATSU *),Unclassified,b7f989d27fbc796f9a29f7f2b72beef7,Unavailable,"center_add_name is written with MAX_CENTER_NAME_SIZE count at line 571 in adsc_ccm_get_connected_atsu_list(), the field is only written as output to the caller's array and is never read back within this function scope. And exact bytes are copied using ""strncpy()""",False Positive
43,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10556,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), remaining bytes stay null.",False Positive
44,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_FANS_App_VOB/FANS_ATC/AFN/src/AFN_C_Downlink.cpp,764,afn_construct_afn_msg_header(unsigned int *),Unclassified,92698ff3d0f99cfb6a3950fd89c1705e,Unavailable,"g_st_afn_dlqm_buffer is memset(0) before afn_construct_afn_msg_header() is called, strncpy at line 764 copies AFN_FIELD_SEPARATOR_2 using strlen(AFN_FIELD_SEPARATOR_2) as count and *ui_index is incremented by the same length at line 767.",False Positive
45,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_FANS_App_VOB/FANS_ATC/AFN/src/AFN_C_Downlink.cpp,876,afn_construct_contact_msg(),Unclassified,e1aa6479b69be24bb428399842803d9d,Unavailable,"g_st_afn_dlqm_buffer is memset(0, sizeof(g_st_afn_dlqm_buffer)) at line 865 in afn_construct_contact_msg(), strncpy at line 876 copies POSITION_MTI using MTI_LEN (3 bytes) as count and ui_index is incremented by MTI_LEN at line 879.",False Positive
46,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_FANS_App_VOB/FANS_ATC/ATC_UL_Msg_Processor/src/ATC_C_UMP_Process_Data.cpp,1521,"ump_process_end_service(unsigned char, unsigned int, acf_uplink_data_type *)",Unclassified,59e1be54e9059e3e751abfc07f350549,Unavailable,"st_ul_sys_msg is a local struct in ump_process_end_service(), strncpy at line 1521 uses MAX_ATC_CENTER_NAME_CHARS as count and the struct is passed to atcl_process_uplink_element() which handles center_name as fixed-size field.",False Positive
47,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_FANS_App_VOB/FANS_ATC/ATC_UL_Msg_Processor/src/ATC_C_UMP_Process_Connect.cpp,830,"ump_proc_concat_Connect_Req(acf_uplink_data_type *, decoded_ul_record_type *)",Unclassified,bc06d974b4f99aa51d40e9af27600b29,Unavailable,"st_ul_sys_msg is a local struct in ump_proc_concat_Connect_Req(), strncpy at line 830 uses MAX_CENTER_LENGTH+1 as count and the struct is passed to atcl_process_uplink_element() which copies uc_center_address by struct assignment.",False Positive
48,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10568,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), pre-zeroed remaining bytes guarantee null termination ",False Positive
49,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10576,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), remaining bytes stay null(i.e. gives proper NULL termination)",False Positive
50,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_FANS_App_VOB/FANS_ATC/ATC_UL_Msg_Processor/src/ATC_C_UMP_Process_Data.cpp,1540,"ump_process_end_service(unsigned char, unsigned int, acf_uplink_data_type *)",Unclassified,59e1be54e9059e3e751abfc07f350549,Unavailable,"st_ul_sys_msg local struct in ump_process_end_service(), strncpy at line 1540 uses MAX_ATC_CENTER_NAME_CHARS as count and the struct is passed to atcl_process_uplink_element() by fixed-size struct copy.",False Positive
51,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10585,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), the encoder receives explicit length (sizeof(char)*maxFreeText)-1 and does not rely/depend on null termination.",False Positive
52,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10593,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), remaining bytes stay null and the buffer is passed to the encoder with an explicit byte count.",False Positive
53,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10601,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), pre-zeroed remaining bytes provide null termination and the buffer overrun will not occur as free_text buffer size(257) is greater than sting length that is being copied.",False Positive
54,BUFFER_SIZE,Destination buffer too small,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10612,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), pre-zeroed remaining bytes provide null termination and the buffer overrun will not occur as free_text buffer size(257) is greater than sting length that is being copied.",False Positive
55,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10451,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), the pre-zeroed bytes after strncpy keep the buffer null-terminated",False Positive
56,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10460,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), remaining bytes stay null so the buffer is always null-terminated",False Positive
57,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10478,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), remaining bytes stay null so the buffer is always null-terminated",False Positive
58,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10508,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), remaining bytes stay null so the buffer is always null-terminated",False Positive
59,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10525,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), remaining bytes stay null so the buffer is always null-terminated",False Positive
60,BUFFER_SIZE,Buffer not null terminated,High,/ats_core_common/DL_ATN_App_VOB/CPDLC/SessCtrl/src/CPDLC_USR_FSM.c,10538,fnCPDLC_Usr_proc_end_ind_err_msg(CPDLC_USR_STREAM_INFO_TYPE *),Unclassified,8552cd99672ace26f7c48f5a0e083356,Unavailable,"free_text[257] is memset(0, sizeof(char)*maxFreeText) at line 10425 before all strncpy calls in fnCPDLC_Usr_proc_end_ind_err_msg(), remaining bytes stay null so the buffer is always null-terminated",False Positive
